Name,RH57,RH1,RH58,RH27,RH24,RH54,RH56,RH2,RH40,RH41,RH9,RH30,RH25,RH55,RH12,RH32,RH43,RH16,RH50,RH18,RH51,RH37,RH42,RH64,RH49,RH20,RH33,RH46,T47be,T22,T34,T97be,T87be,T67be,T35,T95be,T63be,T55be,T81be,T89be,T68be,T86be,T41,T62be,T69be,T44be,T49be,T82be,T21,T93be,T46be,T73be,T36,T4,T14,T88be,T66be
11Z_14Z_17Z_Eicosatrienoic_Acid,1061.305629,2167.346867,4226.974878,2932.337893,394.6494186,2949.579993,448.9001978,41732.64586,6470.707985,7313.856898,5858.746043,3699.710913,11344.9904,4696.779471,1529.352537,67.73408907,4142.334366,256.9614644,2456.828409,23.85654934,733.2603785,29.70342562,158.9414717,4366.921467,2188.544992,33.89542549,1769.569646,157.3790494,1792.618121,27007.82326,166.1363221,10606.5765,1301.949135,1001.790843,87.31878624,1944.262451,23.22017958,9278.495791,6866.783715,,305.6479105,8560.633374,1470.528358,6379.450937,934.7912785,8418.291427,3060.145817,4522.113302,5278.859107,6097.441653,1140.82785,16086.35541,320.8639937,40761.04334,27140.51865,7813.450061,14556.28162
Palmitic_acid,43280.19479,81897.90711,402932.8991,167115.8626,28629.34452,53889.57033,22200.3578,141346.8035,568012.3395,29638.70575,35540.66362,71406.07114,108178.3618,78944.69877,27005.7539,37258.10945,19440.21831,9363.362795,33135.04005,32683.60352,15802.29942,21910.6663,23786.24261,65553.81152,70488.10529,7783.502359,48053.81288,27959.17335,118707.3355,126641.1765,37766.27492,211475.5689,102618.7628,100153.141,9147.791548,58847.54056,11343.11636,24041.00776,73902.29676,83056.58267,21875.09885,183819.133,42725.09452,54050.96629,63212.83587,75308.12826,70412.80724,53195.84327,205775.169,66098.10728,115529.3206,163662.3489,36962.64644,182532.0678,276673.659,55964.75303,109789.7496
10Z_13Z_Nonadecadienoic_acid,,130.4377244,2847.565016,,,,216.4157823,728.6578193,2574.549854,,,325.0795063,727.2480143,131.5984935,,,,14.60021917,,70.58770612,,,17.84229957,175.924694,178.0124793,,73.20688855,,,2853.945833,,,,,,187.1209903,500.1292279,160.562327,,,,,358.9870227,,187.1201961,318.3771671,,,,385.8776428,,784.8087893,,,2492.284501,,539.9296493
7Z_10Z_13Z_16Z_Docosatetraenoic_acid,4446.090619,3810.946725,14407.18004,35485.37951,7361.500937,31518.67399,3837.497969,194760.3673,21419.9913,49725.06182,24755.93347,12280.28114,30311.83848,3793.614902,11829.3638,1221.654901,36446.4172,1392.65034,29174.18011,489.7148615,9184.338516,6813.161056,6770.28741,6034.997591,5309.782801,730.7777083,6034.283315,2239.442108,18092.49858,171353.7866,5817.930432,39272.34593,10135.53226,4486.39068,932.32753,32725.66916,7566.496533,35608.24001,31654.60697,2096.366083,5823.755024,46793.25646,8838.93892,28751.41647,10973.84651,11247.84316,1375.149492,11446.48138,25959.93219,44608.6831,3106.012528,74907.51653,5401.100585,153397.8883,348051.9962,32662.8522,8618.045387
Oleic_acid,13288.26755,19627.5271,189147.2071,44692.16641,7833.755146,15773.61232,11444.17697,70183.24851,147623.1172,15991.1182,18548.3328,25627.32968,56393.79771,19346.43082,8645.451893,9192.582782,6223.293126,3429.554407,9540.18872,9758.782352,5032.284564,5285.860502,6511.337423,20369.90146,17991.65242,2420.480539,12833.96236,8993.889397,32979.63763,116615.6573,5892.769985,48035.86259,24515.39379,24859.14851,3442.944991,15867.03239,2292.441754,15544.71834,17330.06347,18151.8491,5925.418286,52582.34855,17050.70099,15864.12281,17068.31603,21620.73969,14790.1161,14278.42279,55400.67518,28395.64621,23556.87679,48848.47124,9335.812781,67469.16731,109594.5156,19708.19582,36313.82012
Elaidic_Acid,12410.92459,22405.22598,215035.455,51139.08266,7102.67995,16273.24015,10953.87359,81274.74253,162387.0533,19271.82948,22125.55107,27435.93616,68226.81114,18564.14298,10771.87987,9849.424208,6734.545687,2754.553258,13178.95406,12203.15181,4854.376292,5185.763044,6042.093674,20759.03853,17547.23508,2611.001503,12257.85065,7980.503348,36810.34285,139889.5719,9741.930172,53178.28617,27562.01381,26029.00636,3452.108233,15840.19538,7147.280794,16041.82065,19929.30231,22084.99465,5782.025348,62987.80845,16505.21803,17986.29307,16548.75097,21238.28193,13431.74447,13637.35412,65878.54975,28911.49694,28116.55021,52622.8996,10009.5231,78800.43932,130208.2818,22803.43167,37512.7662
Petroselinic_acid,788.5210575,1118.413428,1653.308958,4602.651922,11361.64219,11447.62296,2425.235163,1622.196872,2384.961011,7218.548837,9555.528437,2930.432852,293.4703783,6242.358323,16425.7587,15421.6215,14868.28757,18204.21499,11038.57498,89310.93715,4484.369817,35910.96995,8845.862339,2576.5243,3009.560832,21806.18016,12788.29056,11602.90525,2851.169374,7087.443944,38362.55881,3173.369608,10716.95374,3863.545837,46932.58282,3721.510207,14770.37847,2952.673611,18655.28071,10836.13883,6263.479764,2122.959498,13093.80392,8061.472919,3419.995274,6879.391171,16283.28171,3815.462554,6533.445514,1275.235394,4776.762493,2055.882603,9380.577185,1506.731247,3194.730662,13887.81737,415.3270305
Heptadecanoic_acid,105.7309337,5273.041111,30.56102478,15828.36481,2965.281663,3762.328336,46.30845847,75.60353408,5724.095259,1346.081427,230.6004992,243.2676896,113.5838076,8138.340907,950.8922219,37327.61999,1304.216475,5263.244893,2223.970691,18208.36637,116.119331,13947.01573,4531.410823,132.3471293,1702.0705,9600.738177,3085.147234,144.6623098,2626.424763,186.8373988,16948.52679,9641.10153,14861.9,10498.17236,16419.70082,845.2471888,1622.129964,59.31504803,3285.676971,63782.38237,832.8756627,10541.71529,7364.372683,1296.915042,1885.184133,5961.59905,162599.6854,204.1624272,21327.46489,146.3848284,42135.39585,206.1804475,5346.11366,109.2841136,1217.488707,3707.005148,54.25666145
10Z_Nonadecaenoic_acid,252.1444896,3039.75791,233.1067606,2038.591231,3654.180877,7393.537494,755.4419804,216.43667,5894.731671,5942.934607,1379.939322,3588.257632,119.7014958,8224.454976,3635.277861,3882.933426,2291.808975,3168.137803,2934.364178,6003.255292,494.7490136,4783.574566,2228.457441,1180.083927,1347.140595,1159.846495,13140.61976,2838.729573,1881.14752,4998.880666,8691.691035,2805.490198,16430.60228,2736.242985,2792.76548,2758.208237,996.8371981,2108.253082,10788.35406,46759.09065,3674.437009,1815.896993,9157.367011,2120.282534,1750.863699,7543.174427,10096.92303,2059.428253,4824.203347,235.9597708,3173.498125,2014.144586,1899.385103,677.7888206,2987.804342,4400.203068,172.5109453
Stearic_acid,290713.7511,345868.0808,1597.615349,92936.14386,357834.8531,65822.98202,4528.183325,10985.55723,451473.993,12617.86548,10534.91588,71094.80022,9090.528008,384848.9109,125761.6915,527858.1054,19056.31708,444054.4007,73075.54336,917072.4034,36708.23489,857147.1389,348562.2886,194285.053,231179.9666,509776.261,431264.7034,240602.5331,335138.7546,10875.58683,906492.5131,397979.0728,358760.6084,411757.0641,819404.9348,524072.9455,381493.4482,67963.98042,64391.71698,266392.216,162131.1361,140984.007,86074.78189,148873.23,456394.8084,249063.9223,1479757.977,306339.2056,264528.0422,156213.0466,564272.1977,309611.5296,368731.1057,49771.45212,9557.610037,138275.2623,117175.1109
11Z_Eicosenoic_Acid,1192.624104,361.4717997,307.5531121,1189.76419,3786.623611,8381.782278,2258.602197,384.6000529,6721.794587,1825.655457,2397.571714,1806.062275,125.5245387,15425.01223,11476.13724,4089.267435,2288.589539,7411.144507,2351.646691,28185.48767,843.8692157,16160.73315,3945.862611,1193.566263,4709.237017,7494.324218,18891.76922,20168.4755,2306.864572,4904.535873,27175.27621,2602.301058,11125.82493,4226.072372,24898.49904,3046.488138,5749.38877,6042.498637,10740.98476,5773.126104,2378.005236,1865.896751,4425.338538,3927.421342,2663.290126,11730.00717,38285.73066,4180.694134,2930.212763,887.8510409,2236.458107,4688.11975,4156.842959,744.9559299,2736.630336,3622.083584,1150.411926
13Z_16Z_Docosadienoic_Acid,17.00285128,78.34398122,3.492202173,363.6487661,39.32613723,397.2307599,17.4748795,15.41650517,715.5225096,215.9284787,71.49688437,22.95014527,19.00853085,49.32204605,995.8033704,644.1167626,162.4445767,209.9727975,209.8125634,1470.098163,21.9828921,793.0366103,623.3593382,14.69004399,2.757691929,315.7217142,367.2870509,78.19459082,276.5940171,42.77351813,2623.89898,68.97226851,829.9563873,503.566297,852.4339894,98.02509756,419.1735862,265.9115097,1716.685926,1154.946248,58.46496874,322.6377706,668.3487696,221.9515092,439.6897134,232.2284133,5283.898515,65.4786406,300.0463741,20.19626631,867.6743238,997.6761986,671.9883329,21.58750676,103.0968159,148.7977939,4.67811757
Erucic_Acid,3056.299804,75.4908747,1.079831583,44.41999796,322.0543855,1988.400355,102.2481653,1.941565303,6622.513513,166.6324408,33.38667257,10.53880388,2.749461518,4994.01908,67001.35925,432.1011662,266.4278756,7115.475226,340.2561919,5083.067267,42.26303923,2137.556862,608.5156263,3.218074549,252.9333989,7195.869623,13129.22095,1391.277092,130.8417831,472.4539566,2736.666546,280.1777989,2405.153879,423.2879614,2446.345417,385.31022,1162.284024,9158.00326,891.1105006,13273.05795,273.7936547,163.3108271,181.6521805,1366.696057,216.9049262,2989.177284,8617.379992,24.07637106,593.6682423,4.596854972,561.6701338,122.2593904,914.7863978,12.36994365,741.4921041,527.1222798,2.796693716
Heneicosanoic_acid,,,,,,,,,11421.07629,,,,,,,,,4722.408064,,,,755.2593778,277.6063032,,739.2478054,153.9094655,622.0372919,,,,,2703.710664,1069.414841,1197.506264,1670.104686,,842.0726613,,,,,,,,,,6471.720849,,,,1456.06834,,1295.547009,,,,
Docosanoic_Acid,2773.609723,5475.692208,28499.29725,8614.589977,1960.670923,2265.282632,2013.697524,,148424.9455,3522.817785,,4699.809924,,16468.80432,5996.418842,3194.867126,,71606.25389,3246.759735,2097.436695,,38545.37791,6266.07965,5547.677119,19843.49548,4175.016007,17534.59578,2487.009936,10783.9635,21122.82591,3535.999206,28549.27725,9891.70858,40622.89067,60621.37769,8641.702419,14117.80323,,3746.568709,4248.106152,2493.54606,7987.845592,2378.571607,2833.471692,6075.778379,5814.880263,124712.7478,2927.672224,11200.85044,4772.057377,19589.44033,10260.91688,27698.22376,11325.9556,18113.45704,7678.651385,9264.080109
Propionylcarnitine,2.291648907,0.351579497,0.590308405,2.915954793,0.36757609,0.639592512,55.64898199,,0.662185012,9.978140467,83.17471869,1.034713953,1.005624321,3.486698235,36.71354555,,0.884844015,,5.884704632,,,0.995195861,,2.02803686,4.262657574,1.567026135,2.846953831,,4.095418061,0.561437137,0.994704867,26.32865327,0.495251509,0.644782281,0.217256796,0.75355648,0.572860339,,2050.015815,1.024274066,0.874155268,0.722438136,,16.83223124,0.029950683,0.955611694,0.719369677,1.552962671,1.413601732,0.45759882,0.395230066,0.418159543,,1.585529323,0.916368919,,
Kyotorphin,105.2751051,,344.6045717,,89.88108008,140.2915054,96.18033455,78.00293136,49.1666462,75.44857525,175.0443975,191.0004582,121.7980214,432.2424329,97.27397089,35.33876154,28.37372626,35.210336,42.09055513,,,37.32801325,105.8462821,77.10687558,141.6556816,39.32629859,45.38296386,100.5155675,49.37028895,421.3960444,170.7918498,129.0171973,110.6318878,79.04013047,541.6849049,,120.9280947,,212.8666702,,944.2432993,,85.71830664,100.5135525,375.338849,81.96876123,945.3986011,93.69323793,58.04198299,,612.6302897,204.2861286,215.9846446,148.7961108,379.8493622,98.81951374,154.3351475
Tyrosyl_Alanine,1080.668214,,2521.064872,,1105.611188,1659.994332,1713.742101,,667.2298244,1422.378382,1375.116184,1974.52818,1342.927104,2622.078786,1097.68923,,,,,,,,1287.525119,858.8140844,1000.986572,,,,,1834.993981,2338.753259,863.2631765,824.7949719,,2432.671598,1076.138972,10723.66778,1571.173309,1482.616572,,3615.047984,,1061.123232,1885.365522,2776.261972,1337.676697,4505.172825,1203.180378,,1154.481333,1582.864747,3271.781822,2686.750183,1480.812895,4879.508747,,1506.53303
Glycyltyrosine,,,,,,,,,209.9710693,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.79792512,,,,,,,,,,,,,245.5161905,,,,,,,
Malonyl_L_carnitine,94.35262921,313.1640666,194.7012557,48.42246256,,73.36449003,701.9993614,1248.041846,,255.7230291,394.1633784,710.1834938,,125.8957879,649.717779,,84.59485635,94.33612263,259.3148195,14.89603161,,,,104.7375102,77.75202694,21.07172123,50.23383836,47.12446276,116.9153358,96.69908763,,,86.24655702,,,151.5933665,43.0013722,276.9317541,4930.943811,223.371999,208.525691,,,337.9670565,,21.56786674,91.57084929,,,131.551679,90.81633833,,,143.192206,,,
Alanylglutamine,,10451.289,,14227.44701,5514.835892,21004.28964,14660.02799,4210.748575,21466.61151,14472.63751,14059.56951,13496.01095,11115.96234,26690.74865,6663.264458,4294.592045,798.4124354,2156.763189,8074.124011,858.1894165,543.2375602,2221.315333,5045.085937,4032.933529,13675.16164,2471.902895,,5200.412394,31879.04468,10949.86431,10065.49123,14352.61396,6690.316195,13238.25015,6571.265221,5167.675113,19934.55773,5225.275954,29452.90035,11509.80655,31044.12388,14988.04753,15639.43628,11943.89876,,14895.98355,17148.2984,5547.613113,34701.74569,3894.519557,24344.39579,,10282.08313,28472.68097,39436.94204,3662.716023,
Glycyl_glycine,16938.48414,10891.3221,25330.91612,11611.81325,10781.8928,12489.88949,10930.94921,72973.42062,17748.54701,32549.1644,21760.25965,13603.46232,30661.11291,33071.61963,12546.01546,3132.811979,2323.645406,3531.215341,19461.92207,1107.893809,,2318.451046,13927.39826,10608.01274,13417.43963,12947.49145,10872.78293,7831.224732,14059.09019,36125.16026,15596.91911,15775.30533,44253.95574,42464.443,6597.189246,18357.5319,24260.42273,24325.34699,97060.43838,18469.12877,14998.2356,43544.36039,16340.03269,15255.24608,47166.26752,18439.04606,21817.00757,18942.07314,31915.22789,48083.46444,35045.74814,83980.67868,1690.17868,48005.79221,48286.1645,32546.68955,83103.81346
Valylalanine,70.244656,,130.6875368,,52.04743433,160.2144304,188.3272197,43.95097508,,202.9785982,278.7024405,,121.5615003,252.0666038,68.5463594,,,,,,,,75.37702465,,,,,39.04650641,,299.9986947,121.6215763,338.7081588,80.49372974,,106.350089,159.7716472,785.7136818,84.22232326,433.3285865,,518.495681,47.35713627,,385.8105775,145.5477742,428.8007169,452.5542717,84.24547124,,162.8891395,345.61489,234.601619,339.2018134,228.0259028,784.8254153,112.0855325,165.80771
Glycylvaline,17995.79608,941.9238002,12144.30838,5798.156919,5088.263307,15510.03952,7408.042007,20364.54439,4969.706893,32345.64606,14549.60656,6210.718408,10805.60211,21493.85146,6464.933435,481.84656,959.3200855,644.7017623,3318.730206,129.6575026,323.5476317,1684.526002,7718.333917,2101.576025,1602.166361,386.5843058,2031.105646,2133.652123,29063.10389,59827.29107,12690.7944,57957.89759,40235.99474,7970.586972,6771.811846,29235.53914,24164.9614,8319.231341,39188.90523,4361.523298,17779.03311,16831.22587,3955.228863,32189.98373,25457.07657,35239.36923,38962.06031,10245.91162,29494.48788,27316.08576,65109.97361,50239.36305,15012.47079,53760.25147,97540.28638,24672.98647,20852.34693
Glutarylcarnitine,,85.95518266,,,,84.94806161,101.686054,,,107.6757941,103.5246345,112.9931045,88.8290952,,114.5275189,,93.43732909,,,,,,81.03790404,84.75762252,,86.65928365,85.88337806,,87.92876471,86.24419629,82.81387395,85.77142959,83.73734908,85.4097787,82.24516013,,,92.22618998,345.1064538,81.21068719,86.19446323,,108.4008672,95.57300142,86.47550067,84.39690853,,87.12746671,89.50688985,83.75338083,84.44281359,89.3616563,88.47609227,91.19179923,89.32423673,105.1003594,92.39057275
Fumaric_acid,,18529.61912,34316.97145,,,,18917.21446,21032.17635,,,,11971.15672,,,,,,,,,20770.68082,,,9980.811645,39355.68152,,,,24653.08932,209363.6165,,18600.43142,,,12366.0223,,,,,34596.55795,,16154.98863,,,,15908.38006,,,,30112.52456,,29978.58735,,,,13015.68099,28113.30518
4_Pyridoxic_acid,959.1576273,1435.583027,2712.207341,3020.251789,1068.360337,2216.55941,1517.099229,2679.311754,956.1649907,1836.853473,744.6942342,4930.180037,2660.866783,844.843573,402.1215128,962.4984312,290.2851713,493.1313282,1182.880328,205.0422872,367.6819837,382.7726201,1175.240727,582.8665179,3835.875942,417.9151859,242.7935759,693.3882851,4185.954565,1260.382071,287.9165965,2485.036952,1757.059823,4099.371964,213.4038947,646.7888484,190.8778236,2097.702572,1316.469392,2911.29988,1648.223128,3561.074197,2524.27624,986.2570717,1999.095554,3268.89523,1325.634693,1340.753741,2576.372598,1937.654503,962.2117864,2629.818645,429.9297259,2263.686823,1855.829456,850.6603574,1401.068493
Hypotaurine,,48802.01042,,,,,,,,49225.75621,,,,,,,,,,,,,,,,,,,,,42233.45275,,,,,,,,138283.8542,46993.18506,,44623.37847,,,,,,,,,,,,,,,
Thiourea,,,,,,,,324804.4812,,,,,,,,,,,,,,,,,,,,,,,,306228.9756,,,,,,,,,,,,,,,,,,,,222195.6465,,,,,
Aniline_2_sulfonate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,376.3218403,,,,,,,,,,,,,,,
Tryptophanamide,,182.2662295,,102.6227936,167.8263515,179.9732922,54.27834067,,337.2001528,,63.33536372,111.2670989,95.32180478,64.35034063,,48.58771815,47.50247688,54.64698208,,34.91390228,40.45229005,33.47631561,,49.91981974,,51.23398036,34.40139031,44.31057674,256.6590709,56.41446541,,173.3603541,,143.3344668,,,,,,173.4767967,40.943293,232.165379,39.95117469,,,68.12734008,,,,232.2431476,94.77364413,72.60179625,94.36336777,185.1251904,,,
Uric_acid,248.8138971,2603.374527,1452.519378,3969.118544,,135.5894356,309.2584064,605.5242712,6478.808579,483.8648465,312.7504432,1462.74781,967.023604,139.9396493,31221.50997,664.8907896,522.5546225,276.1127407,789.8106815,139.9552835,217.8184733,,6169.612749,794.087631,1360.745856,127.8471698,481.3803691,197.2727279,2886.097506,269.6786751,1254.770717,522.5738677,432.3365328,782.7774031,51.04494545,106.1018455,118.1532433,2751.63072,648.8246022,8069.631318,157.9611589,3611.755182,2296.845636,272.4986194,770.5215452,18.83461316,693.6767298,120.0835882,1227.147181,298.4271611,846.8657186,16752.92059,40.86983231,5699.946491,836.2249029,153.1393896,653.4581867
2_O_methyladenosine,,,,,,,,,,89.28023413,,,,,,64.34181828,39.24735235,87.8340331,60.48007519,58.97495286,68.501805,46.45696204,60.3986741,,74.03951562,80.47020008,40.32253993,59.9565383,,,18.79187389,27.20370301,,,,,,,,,,,,,,,,,,,,,18.01895782,,,,
Thymine,,1059.255537,,976.4224192,,,,1039.31798,4773.775448,1062.728293,,1393.132352,3516.350776,,,1133.851179,185.5064643,,,,,,,,1858.134207,,,,10023.44302,,1704.20976,7693.441327,8677.987717,6286.562007,,,,3421.484092,458.1067552,5101.234928,,5757.849947,5999.197479,,1298.822025,935.7352035,1344.531985,675.888356,6107.168859,5222.88241,,1122.293978,,5446.250921,4775.778678,1372.476725,4908.076479
3_4_Dihydroxyphenylglycol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1244.385405,,,,1075.673787,,,,,,,,,,,
Thymidine,1514.875976,,3113.797359,,,,,1349.264105,2069.191867,,,,3388.912789,,,,,,,,,,,,2685.48303,,,,2746.201975,2536.453245,,10117.06046,,2160.959194,,3451.801317,,3310.163481,2405.246631,,,,2963.495608,1032.517456,,,,,,2829.372151,,,,5061.959358,,,2396.480839
Uracil,3912.591245,3543.037191,4001.497986,4512.611057,1333.774576,1803.708267,1133.75427,6973.879287,8559.901783,3446.475585,1299.046927,5316.411402,8798.623765,945.0076395,185.8906629,1888.138421,671.1409919,420.1051978,2141.360448,,,303.3146483,2494.377791,1799.898943,4397.651077,,,,14204.74602,6181.848889,4610.784874,23473.2683,17613.91571,11826.42816,1548.602809,7770.593669,108.121529,9545.589425,796.2448443,7708.975468,2436.264191,11220.40519,13360.38402,3117.543975,7216.273396,5129.748319,8428.907512,3045.866564,12191.0398,12629.37499,6832.379913,16703.78578,3684.019643,27567.28246,14799.16647,6564.422631,11047.35188
Pyridoxine,583.7040068,,,,,,2378.164276,,,,,,,,853.3716175,317.0258312,224.2735745,,655.6259004,308.961414,283.4345942,378.1156215,393.7597366,334.9976648,469.7484734,379.4583345,376.8371304,384.5570587,,,,,,,,,,,,,1143.463362,,,,,,,,,,,,,,,,
Deoxyuridine,1527.360683,,3482.120955,,,,,23.54965062,3543.895282,5973.354707,,2708.874851,5377.676118,,,,,,,,,,585.7981388,365.4156236,3528.571298,,,,2467.479017,4597.727816,,14330.8804,,1496.385072,,4574.217613,,6018.203134,858.1815098,1054.8425,,,5291.344355,,523.9435995,,3954.678263,186.9095842,2981.57889,2333.69672,,,,14580.01408,6343.699355,664.5742968,1119.04742
Homogentisic_acid,,,,,,,,,,,,,,,,,810.3271782,,1657.165765,,1534.450946,,,,,,,,,,,,,,,,,,368.5935939,,,,,251.9919494,,,,,,,,,,,,,
Hordenine,,,,,,,,,,,234.9079417,,,,,,,2.066290621,4.492278044,2.392247927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.89581483,,,,,
1_Methyladenosine,62.23881978,,67.1240943,51.35832146,52.31195785,7.563094928,104.8013142,60.57266547,11.8693136,124.3671432,11.15425097,6.906505822,20.70352264,2.743062316,1159.458825,6.539959226,21.88319975,1.934440833,88.88564722,6.253082942,11.04000689,14.2439173,52.58304692,15.62045832,37.69293255,153.8182888,183.6408827,34.39699128,9.259754912,91.52559353,3.882311168,105.9164554,5.926278783,44.02740634,8.12488539,32.51262922,7.819861428,17.94818716,1735.527237,10.41610041,128.4560566,11.80681643,17.79220328,186.3224424,89.4311445,79.00087693,113.3496438,16.36209236,31.05763427,4.520452556,27.66905729,81.07415146,11.53184316,48.96317611,70.46624557,303.3092342,43.88364772
Purine,,33.94317291,121.2079355,,16.75869355,,17.10679277,17.21193339,,19.75053069,37.59589346,,,,,,2049.669736,27.44078498,1650.473336,21.37753695,23.45364206,12.10822861,200.1863229,,39.3161275,68.30682349,370.0011587,38.69021231,61.06181301,,34.66546478,,96.56671105,48.26901866,,34.33135169,,,,48.38266065,,,39.61171029,,103.1525109,,50.03984124,20.41239246,261.0237847,66.65046799,44.8975388,,,69.46199829,34.7858509,,35.4784442
Deoxyadenosine,9354.945297,6058.855096,11806.36882,12037.66508,3584.42265,10656.58002,3743.887682,19882.06616,6684.088023,115314.7811,696.5741491,8226.79046,10784.69978,818.3745714,404.6051817,1517.592515,890.3831799,,2144.635098,403.4377825,643.8401867,750.9663494,14331.23818,3326.305206,11360.96758,533.7070011,244.0102504,1014.62458,8241.857319,1792.551442,757.7047649,5799.476994,13099.73154,5998.192524,,3076.608556,,15906.78929,735.7213897,1014.799119,1771.090407,7239.04477,1953.967021,2631.049472,5762.895189,8237.225312,17800.71243,1258.298633,2285.48026,1056.742025,2072.965024,744.3542193,2133.94778,8290.456318,5521.462652,5539.333596,4982.115218
N6_methyladenosine,69.42471109,,220.2035374,,,,49.72743534,,,511.3951484,,56.43331304,,,,45.14769991,43.16662904,,,26.29658415,,,111.1698108,,123.0548766,,,97.17248262,91.00080066,92.29963429,11.76376019,454.5648397,78.32031168,,72.93462651,,,,,,,,,125.3929333,,,644.2441465,,,89.78899579,,144.6872422,,212.0314659,,558.4053301,94.21647323
Adenine,,1001.770043,773.811502,1053.35747,577.8205882,1240.338658,,2350.142666,622.9162631,16393.16784,,1007.514468,1222.478177,,,642.6839324,365.0214369,487.6086039,838.300341,305.3123285,333.0676598,409.1877925,5245.852762,905.4022753,1355.8777,452.7847978,514.9654204,495.2280808,1427.422563,630.608402,,959.1265559,3188.005434,672.0488201,,,,,,,,2216.767952,,,,742.2982298,2342.579497,,587.8008731,,,714.2585728,,1021.082472,819.4186496,831.3562379,992.168051
Quinoline_4_carboxylic_acid,,,,,,157.4908033,,,,,422.2170955,,,,,,210.5545276,,247.9069294,206.1667946,,,238.4171382,,292.8768051,276.3193312,176.8990536,177.0269055,,,,,,,,,,,,9120.351429,,,,,513.8014579,,,,146.919982,,,,,,,,
Hypoxanthine,31269.04305,7427.909708,30357.81163,17845.09897,15128.87521,27532.7141,13446.79273,65089.84393,24561.63877,45857.44857,21570.76568,27332.03838,80566.34609,21323.73743,4219.092236,7325.348511,3944.428032,3008.195321,10571.75017,784.4332177,,4770.796811,385.1279558,10305.78246,15379.39478,2663.954876,3870.438797,5284.953105,31826.43165,51286.81412,21061.96801,128819.2275,119602.7915,67791.32171,11231.55659,60703.20311,5435.168136,49934.8534,,13945.30597,26238.2086,39550.2905,58201.29745,31750.34472,37937.63746,46316.28414,105.0789,33128.95431,52424.27597,81759.22248,24864.19752,32136.05166,26293.47237,144612.2542,93243.3907,41792.89314,101400.9662
Adenosine,2438.589595,2013.008306,12654.33458,3147.840662,1802.449526,3111.068705,2362.242058,4929.513832,3019.532164,36273.48319,3474.933393,3027.477509,2261.317371,1923.233244,538.1130253,3584.751952,2261.400363,2344.272366,3250.322836,771.5151579,2018.96979,1109.299399,19221.54664,4337.773438,8988.888545,1557.312039,891.6959351,5603.292353,2734.956427,3527.364504,594.8896984,10483.86424,2771.071253,2015.976028,1453.819496,2338.665482,27.74961051,6729.740986,1364.54609,1109.803369,2154.641595,2971.842495,2597.110564,1859.292188,2666.720691,3783.046845,28879.54563,1597.145109,1450.352571,1841.656221,4380.135134,5255.142983,3930.175544,3857.328021,3427.613702,6848.373906,1279.714503
Uridine,13733.97368,555.8071176,19142.05181,2959.303648,2813.540605,7087.715416,7701.383039,,2101.543598,20121.89781,14869.31127,4114.925042,7813.65412,25711.60878,3469.765493,772.3347707,3103.431702,661.3151102,9257.526339,,1331.274025,3929.951854,9426.374561,2787.461035,10582.45456,4543.290908,3488.828253,8634.760468,7322.870985,20647.0838,1303.897174,87353.36029,5025.685223,6941.322667,8767.253288,23089.76028,2884.439404,14893.57054,39292.1022,857.847302,12779.86112,4952.995571,22462.83897,12165.43333,14306.04424,4925.040348,38857.53996,7178.360778,11692.12394,20922.26974,10717.68669,35498.66375,,76304.48145,25161.41495,20780.99595,6661.912554
3_Methyladenine,,,,,,,,,,,,,,,,,27.32960158,,43.18300625,31.33404542,32.76532001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Creatine,8741.588512,473.332468,590.5949011,783.6361869,2292.829463,22927.04706,69494.09551,103719.1689,681.4466194,132703.1468,172309.9523,888.1770216,15412.10111,20927.78802,154102.878,125.2710237,902.7510205,4252.286173,8425.136096,47.94697268,60.42696294,2196.905616,219.1373947,18333.6741,254.2655775,478.7397493,40915.46776,2047.324854,528.5973894,33416.14123,89.91672109,826.5460356,276.2397014,891.4399788,74.57919181,1718.987178,164.2833654,1054.934371,161890.7224,375.6557084,115052.0978,2001.456191,219.3330061,115694.78,826.4944043,197.6996485,654.900658,36322.30936,644.0302659,420.5606215,156.8814752,1112.818827,1536.875387,4316.635484,590.0959885,34715.2887,43783.18997
Creatinine,2868.044992,599.6610985,1008.424727,795.165455,4612.238724,26977.84737,43800.66823,60714.56834,604.2112176,108703.8511,60501.78182,862.626022,51228.39564,40912.61614,65906.14432,388.0541257,21797.00463,809.643008,66109.09706,331.5497307,854.5053701,8294.223082,629.1045371,9199.885193,544.8829486,21942.34214,50542.68177,9387.537763,892.2864706,86121.01013,,1165.82789,,989.2988892,981.2113379,16850.75888,929.9376327,2001.603324,151807.9826,1738.66254,61840.61616,1061.47978,,65324.26475,2336.487978,1351.028855,1702.515499,11988.91449,1007.370966,2200.113428,,4845.586129,14000.94651,6727.06737,5445.751602,26195.34054,134136.9782
